47.67,56.69
45.01,49.78
42.36,37.34
48.46,57.06
50.89,77.56
28.44,10.21
35.97,28.99
35.81,26.76
37.29,29.54
55.13,105.18
52.08,79.64
36.56,25.44
45.07,49.86
28.24,10.52
24.42,7.59
43.44,44.73
22.9,6.85
24.54,7.21
26.87,9.67
55.53,106.59
46.05,53.72
28.32,10.16
36.63,29.0
36.12,29.31
56.34,101.93
26.45,8.8
50.81,81.11
24.63,7.62
43.85,41.84
26.88,9.4
17.74,3.25
41.29,41.22
28.7,10.07
41.68,38.14
28.84,10.1
37.78,28.05
41.35,43.23
50.04,68.56
24.73,7.22
20.49,5.44
46.78,57.9
47.58,55.25
20.31,5.3
26.53,8.95
41.4,44.72
17.79,4.79
46.21,58.64
50.77,78.62
52.02,75.29
45.75,56.51
26.43,8.66
28.87,10.49
41.73,44.58
56.82,94.16
58.37,94.64
17.9,3.08
17.39,1.77
53.09,74.25
48.87,58.21
57.81,104.54
18.08,3.37
36.07,26.84
20.55,5.73
24.91,7.58
38.41,28.44
24.56,8.24
46.75,52.14
38.81,27.98
46.53,49.46
47.03,58.21
50.5,70.41
42.76,37.85
26.05,8.64
35.95,26.06
22.48,6.02
50.68,68.78
53.1,81.33
37.17,27.44
26.31,9.88
28.36,10.47
26.61,9.17
35.56,29.33
20.22,5.71
45.28,55.49
58.63,99.31
42.8,39.01
26.01,10.0
51.87,75.57
43.0,40.49
47.32,58.0
24.92,7.5
24.47,7.94
51.72,70.82
41.21,40.05
56.16,95.6
36.94,26.8
46.9,49.44
43.58,37.54
28.74,10.08
24.44,7.12
41.31,39.66
24.91,7.49
46.39,53.73
26.17,9.59
56.45,93.54
24.73,7.91
48.9,51.63
36.08,25.52
58.62,101.58
26.44,9.94
37.07,29.02
41.68,41.96
28.52,10.37
55.63,103.4
37.13,28.44
26.93,9.38
28.53,10.95
22.65,6.21
45.9,50.0
50.44,73.3
45.28,59.05
26.68,8.51
36.71,26.13
29.0,10.94
35.55,26.66
38.14,25.24
22.11,6.49
20.11,5.22
26.02,8.91
36.36,25.82
40.29,37.82
24.47,7.11
24.53,8.31
40.19,39.16
43.59,41.47
37.43,29.37
22.04,6.35
56.63,98.75
20.07,5.34
22.81,6.64
20.93,5.71
38.06,24.74
20.98,5.35
47.42,57.76
40.26,37.31
28.67,10.3
22.34,6.84
18.53,4.37
26.69,9.07
45.12,50.49
26.9,9.42
22.34,6.59
28.2,11.28
20.02,5.1
28.4,11.06
24.98,7.73
57.44,106.21
56.22,91.3
20.9,5.61
17.26,3.21
45.74,55.11
20.63,5.85
56.71,109.62
22.65,6.6
26.67,9.48
17.82,1.22
24.25,8.38
22.89,6.55
37.52,25.49
53.72,75.49
17.62,2.17
17.5,1.72
55.35,92.05
26.58,8.9
42.21,43.72
38.29,28.93
45.18,58.96
18.3,1.16
28.59,11.16
48.19,52.02
26.24,9.06
24.94,8.05
38.91,28.15
53.66,73.39
20.82,5.8
26.56,8.8
55.98,99.51
37.66,27.55
46.39,54.27
41.2,41.41
28.54,10.96
17.81,3.07
28.24,11.05
24.89,7.24
18.68,3.57
22.03,6.55
26.81,9.87
41.73,44.08
52.61,67.78
17.83,2.56
28.87,10.21
17.53,3.0
18.05,4.59
56.47,97.52
40.98,39.66
24.68,7.39
48.99,51.56
57.89,107.71
37.28,28.87
22.96,6.37
36.32,24.93
18.7,2.33
22.59,6.92
22.83,6.27
40.3,37.93
26.08,9.59
46.75,53.25
17.35,1.88
35.4,28.06
36.95,27.05
45.3,51.75
24.43,7.22
52.48,67.37
24.46,8.36
41.32,44.99
56.95,103.63
37.52,27.4
43.79,44.54
48.16,53.16
41.63,37.96
18.37,2.78
22.45,6.28
28.76,10.89
52.83,77.0
57.18,100.05
51.73,72.76
41.68,39.24
28.23,11.14
24.74,8.48
41.9,41.94
22.01,6.33
26.38,9.23
37.35,29.56
28.35,10.89
46.5,52.87
24.93,7.62
17.17,4.54
28.7,11.06
28.65,11.42
57.06,108.04
24.63,8.19
35.17,27.23
24.68,8.11
17.65,1.74
56.04,104.5
38.45,28.98
45.27,53.0
42.77,37.47
22.29,6.76
37.02,28.89
22.36,6.5
45.2,50.17
22.21,6.82
41.2,41.12
28.79,11.22
20.15,5.41
51.99,78.79
56.83,91.13
50.13,69.01
56.67,99.66
26.63,9.31
47.78,56.62
24.45,7.41
20.91,5.67
28.32,10.53
42.99,44.27
50.67,68.84
48.7,49.6
43.58,42.19
42.6,44.32
20.72,5.98
40.24,39.88
50.23,78.79
46.2,50.36
17.16,3.65
22.28,6.34
53.36,67.79
50.48,73.95
28.96,10.18
17.84,3.24
58.22,102.68
50.4,75.23
48.73,53.01
22.99,6.65
22.95,6.25
20.41,5.48
28.32,10.51
20.53,5.15
52.99,73.05
57.02,105.3
20.34,5.39
26.03,9.24
22.75,6.27
57.57,109.99
22.78,6.86
57.18,92.23
41.48,42.53
48.87,57.1
57.94,96.35
38.95,28.28
38.02,25.31
41.12,43.53
48.44,56.33
58.42,107.97
20.15,5.75
48.74,53.07
26.55,9.56
40.52,45.0
56.16,103.53
43.21,43.65
20.15,5.52
18.87,1.91
26.48,9.25
40.6,43.36
59.0,107.66
43.99,40.83
20.42,5.8
48.27,51.77
40.03,45.01
26.96,8.99
42.19,40.68
22.56,6.31
38.5,27.38
37.47,26.11
18.39,4.44
22.57,6.45
28.91,10.32
43.77,43.42
38.52,25.44
26.37,8.64
28.76,10.09
22.7,6.5
26.09,9.4
26.75,9.47
24.05,7.48
48.5,54.16
20.6,5.88
40.07,43.04
37.02,29.2
17.3,1.23
20.65,5.02
58.99,93.28
22.6,6.39
26.28,8.93
17.18,1.36
40.19,38.96
28.81,10.06
26.19,9.59
26.78,9.97
18.77,2.35
24.96,8.11
42.68,38.32
41.14,40.55
51.39,67.89
24.04,7.42
58.16,96.15
48.52,49.12
28.84,11.17
24.12,7.94
20.42,5.5
22.85,6.18
45.54,51.34
52.65,73.11
22.6,6.11
37.14,28.17
20.94,5.84
17.9,4.07
22.07,6.28
22.96,6.27
35.02,26.62
28.71,11.31
36.96,26.4
42.83,44.72
41.89,44.68
20.51,5.42
55.57,106.66
18.13,2.84
20.2,5.54
20.8,5.82
50.12,71.89
40.76,40.26
57.68,99.22
17.85,3.73
24.44,7.38
38.54,29.25
20.28,5.57
20.23,5.4
45.36,57.09
20.71,5.26
24.54,7.73
35.84,25.88
18.64,2.72
45.55,53.83
20.43,5.18
24.75,7.33
28.84,10.21
41.16,41.71
18.26,3.67
28.29,10.53
26.43,8.81
17.61,4.4
28.12,10.95
20.87,5.25
57.61,109.35
51.67,80.49
22.56,6.19
22.35,6.67
38.64,28.36
51.1,67.34
55.99,91.96
48.92,52.71
35.45,24.95
18.25,3.23
56.56,102.75
22.04,6.73
22.79,6.73
28.94,10.08
26.25,9.46
42.9,42.43
24.48,7.16
53.68,74.75
24.01,7.89
24.78,8.08
45.59,57.7
26.48,9.38
53.61,67.92
55.78,102.08
46.38,55.82
28.37,10.15
18.65,2.43
52.93,74.85
35.36,27.33
45.23,53.37
42.67,38.76
26.69,9.39
45.58,56.93
28.05,10.19
20.94,5.48
22.01,6.76
42.87,44.36
18.43,1.0
28.01,10.85
26.15,8.66
40.23,39.85
57.99,91.85
17.87,1.79
57.37,91.48
48.05,50.81
45.2,58.15
24.65,8.12
36.2,26.71
26.4,8.74
20.21,5.17
26.81,9.45
22.97,6.53
35.87,27.22
20.97,5.44
56.23,106.16
22.78,6.04
38.69,28.19
46.52,50.01
24.96,7.49
50.53,70.63
42.08,37.67
56.9,94.27
53.03,68.36
20.53,5.44
40.85,38.47
35.09,29.34
20.99,5.95
22.44,6.31
37.49,26.1
53.87,78.8
22.73,6.02
42.48,44.08
24.34,7.35
22.25,6.71
28.78,10.61
45.52,52.9
26.81,8.81
48.98,58.44
18.37,2.37
48.7,53.65
20.18,5.87
17.06,4.67
26.65,8.94
40.29,44.73
52.73,72.01
52.98,76.29
36.69,26.16
20.64,5.83
20.63,5.39
24.17,7.73
36.65,27.49
26.63,9.7
26.24,8.97
57.13,91.25
46.17,54.67
41.45,37.89
28.2,10.7
40.02,42.2
58.03,109.77
24.48,7.37
42.22,41.1
41.52,37.53
41.27,45.05
20.61,5.77
40.81,40.44
53.51,80.69
18.63,1.24
24.6,7.68
48.47,54.12
28.72,11.17
22.74,6.3
37.87,29.09
26.44,9.62
41.28,41.44
37.55,28.34
24.87,7.56
26.15,8.68
46.49,51.86
28.12,10.9
45.26,56.98
28.96,10.37
26.09,9.25
28.28,10.82
26.56,8.67
26.4,9.26
28.86,11.39
47.15,54.25
24.87,7.94
53.9,69.43
58.15,93.83
24.95,7.66
28.44,10.84
48.34,55.56
17.57,2.95
35.47,24.98
45.52,58.1
42.82,40.45
17.99,2.99
50.87,80.76
22.94,6.77
35.87,25.63
58.59,109.3
46.18,52.02
51.91,68.03
57.36,102.9
50.56,67.77
22.62,6.29
20.45,5.63
22.78,6.78
24.9,7.54
28.54,11.05
17.81,3.61
22.72,6.64
51.49,69.23
58.86,109.25
46.41,52.01
24.18,7.51
42.65,44.65
24.4,7.21
20.75,5.01
43.83,41.4
23.0,6.52
26.82,9.79
18.07,3.74
50.02,68.26
38.44,28.62
24.39,7.35
18.8,3.67
17.67,2.69
28.78,11.15
38.75,27.49
37.92,28.06
47.47,50.52
51.29,73.23
52.46,78.78
58.38,109.04
20.77,5.89
37.23,28.8
41.98,44.72
20.29,5.85
28.31,11.45
24.36,8.25
28.31,11.4
41.41,42.12
20.63,6.0
24.87,7.71
22.12,6.29
26.86,9.98
18.15,3.86
24.99,7.03
56.11,107.55
24.39,7.16
24.35,7.58
50.4,78.42
48.06,57.09
24.82,7.52
26.11,8.72
24.34,7.25
57.25,95.59
43.16,45.03
28.56,10.23
20.28,5.93
20.01,5.91
28.98,11.32
28.02,11.43
56.0,96.0
46.91,49.72
26.21,9.31
56.81,109.92
20.74,5.37
51.62,81.18
55.62,93.23
55.4,91.35
26.94,8.63
22.7,6.22
53.32,73.44
40.4,40.34
24.79,7.55
24.42,7.15
20.94,5.75
26.06,8.78
50.87,81.18
47.71,55.55
20.38,5.77
36.21,27.51
18.95,2.84
58.98,98.78
53.73,78.94
45.67,49.34
37.86,29.31
47.65,59.37
55.95,97.1
20.81,5.31
24.8,7.26
50.29,68.27
47.05,55.54
43.15,44.64
35.51,29.68
22.71,6.27
20.06,5.91
18.54,2.95
56.69,92.97
18.63,3.19
28.81,10.2
57.87,106.16
22.84,6.44
57.33,109.09
57.49,106.26
20.82,5.21
48.53,56.1
24.94,8.45
26.41,9.51
24.63,8.19
26.96,8.57
22.55,6.96
47.29,54.35
26.56,8.95
22.38,6.32
22.63,6.72
55.87,109.84
18.32,4.45
24.19,8.26
26.35,8.64
35.05,28.13
26.07,8.9
46.38,58.66
58.9,103.39
26.91,8.83
46.38,52.31
22.97,6.07
41.99,44.8
42.88,38.35
26.66,8.69
28.46,11.23
22.17,6.07
57.75,101.87
41.09,38.69
37.48,26.02
37.39,28.7
45.99,55.43
22.78,6.18
24.15,8.12
37.08,24.88
26.92,9.18
53.0,77.01
17.88,1.46
51.41,69.84
45.2,58.21
26.1,9.06
22.96,6.1
17.06,1.23
24.93,7.63
24.35,7.43
55.66,94.35
17.25,3.65
22.86,6.27
57.35,102.66
28.21,11.43
55.35,100.95
37.43,28.56
52.08,80.75
24.44,8.21
35.7,24.56
26.99,8.74
52.24,78.69
47.84,57.97
56.3,93.94
35.96,25.55
56.82,106.08
40.23,40.97
40.28,42.08
45.08,54.91
56.04,102.17
26.67,9.9
50.93,74.12
35.99,25.92
28.5,10.96
28.57,10.82
55.3,96.79
58.22,92.41
17.57,2.55
24.39,7.1
58.81,93.33
17.51,1.64
53.07,76.13
28.59,10.68
41.46,44.6
35.22,24.95
38.77,25.25
38.52,29.17
40.82,38.83
20.95,5.72
26.33,8.78
35.59,28.2
56.0,104.05
20.31,5.33
24.23,7.09
20.54,5.21
18.14,3.76
17.28,2.82
20.71,5.92
51.86,75.48
24.97,7.1
26.87,9.41
24.2,8.22
53.39,79.58
56.32,94.87
24.74,7.03
46.46,52.87
43.89,41.11
40.64,39.35
26.93,9.29
28.37,10.16
18.42,2.31
38.85,29.31
42.58,38.91
38.86,29.49
38.15,27.53
36.71,28.97
18.39,3.06
45.94,58.81
22.05,6.66
22.93,6.42
18.91,4.97
55.68,104.95
26.23,9.99
26.09,9.53
24.99,8.17
28.02,11.02
26.72,9.01
20.5,5.29
28.09,10.82
17.81,4.62
37.82,25.22
53.34,69.3
55.26,94.48
28.3,11.01
47.89,50.23
35.26,25.47
20.76,5.85
45.02,51.89
36.92,25.39
28.93,10.45
20.32,5.39
58.72,93.31
20.55,5.9
45.78,51.05
20.59,5.72
26.47,8.85
22.4,6.85
58.59,104.95
50.36,78.77
36.94,26.77
26.42,9.1
22.99,6.09
17.13,2.65
17.34,3.99
38.98,28.74
52.93,72.99
28.92,11.4
45.55,55.85
20.72,5.79
26.88,8.8
50.98,68.63
56.49,106.35
43.75,39.48
46.21,57.89
26.07,8.94
22.7,6.47
55.06,96.17
22.77,6.17
41.27,37.5
45.11,50.23
36.35,29.2
51.04,74.23
50.03,80.36
36.85,26.72
17.45,2.31
20.17,5.07
52.18,75.67
57.74,103.81
20.44,5.53
57.97,96.66
22.66,6.34
41.94,39.43
43.37,42.71
24.56,8.37
58.62,108.07
40.48,43.49
42.79,42.55
22.36,6.8
24.79,8.18
58.77,96.9
22.26,6.66
50.45,77.09
17.0,1.36
18.3,1.25
24.24,7.49
41.2,38.01
26.79,9.04
56.23,92.66
20.51,5.14
22.72,6.98
50.3,78.71
41.53,42.7
28.83,11.08
43.28,44.6
26.62,8.51
40.62,38.27
18.23,1.11
22.71,6.71
20.36,5.29
18.96,4.33
17.53,1.54
52.86,68.02
20.55,5.89
24.81,8.04
38.51,24.91
18.64,4.95
22.65,6.65
35.34,27.52
22.19,6.76
38.85,25.23
58.6,95.3
55.87,91.74
22.81,6.75
20.2,5.63
17.73,2.76
45.27,53.96
42.56,44.88
52.36,78.11
26.64,9.19
26.87,9.74
17.02,1.56
36.97,29.13
20.36,5.55
28.26,11.28
57.99,107.84
55.51,109.72
26.95,8.52
26.58,9.55
46.9,50.57
46.09,55.89
28.93,11.35
26.74,9.03
46.34,54.96
26.66,8.84
22.01,6.66
28.73,10.81
28.65,10.76
36.06,25.37
51.01,81.14
42.89,44.07
22.77,6.38
55.52,100.94
22.77,6.02
18.1,4.75
55.24,101.19
56.21,97.36
24.81,8.09
17.48,2.91
28.2,10.56
37.09,25.79
47.93,58.53
52.08,68.94
20.42,5.13
51.63,80.09
35.97,26.58
37.33,28.79
24.92,8.3
20.1,5.14
26.12,9.59
17.29,4.54
22.93,6.81
22.48,6.44
22.3,6.81
24.74,7.28
22.09,6.09
18.6,4.91
20.74,5.96
20.75,5.79
28.74,10.13
18.88,1.11
22.89,6.13
47.57,58.17
46.2,51.34
57.05,108.04
26.77,8.56
24.89,7.37
22.36,6.95
22.32,6.82
47.81,52.48
41.67,40.13
22.68,6.92
17.27,3.14
58.83,104.72
55.25,98.91
24.24,7.14
24.47,7.32
17.33,4.24
56.62,102.96
53.71,74.43
22.31,6.36
22.34,6.5
28.17,10.99
28.07,10.26
20.05,5.69
48.75,58.49
24.02,7.65
24.94,8.39
52.19,73.74
26.06,9.2
36.63,25.74
20.37,5.88
26.57,9.13
28.19,11.32
36.69,28.75
26.2,9.04
20.63,5.32
28.53,10.1
24.88,7.44
46.65,50.47
50.71,80.3
37.03,26.72
24.08,8.13
50.47,69.66
56.67,102.81
40.95,37.72
20.92,5.19
22.56,6.54
20.33,5.07
22.37,6.92
58.97,95.85
17.92,2.29
38.16,28.6
46.49,52.16
53.39,79.0
48.8,51.86
37.98,26.74
45.46,49.99
24.27,7.84
43.97,38.12
28.54,10.2
17.24,3.89
18.15,4.04
55.92,106.21
47.42,50.27
35.52,25.9
24.55,7.58
26.38,8.81
51.67,71.33
43.41,43.9
18.83,4.33
56.16,104.82
37.29,24.91
26.43,9.51
22.26,6.98
56.26,93.46
26.77,9.3
51.26,80.56
26.66,8.5
22.79,6.9
36.67,26.83
45.62,53.98
22.25,6.61
55.73,98.73
45.41,50.09
40.87,42.94
40.24,38.65
26.86,9.73
20.57,5.11
48.55,55.08
28.54,11.04
50.87,72.49
41.14,38.34
24.05,7.18
57.49,101.83
20.78,5.75
26.42,9.2
43.14,44.67
24.99,8.46
22.84,6.14
17.35,3.76
46.55,57.28
40.81,37.72
38.0,24.8
53.73,81.33
18.79,2.11
43.02,44.95
47.19,51.47
53.15,77.2
20.03,5.09
57.72,92.57
17.61,4.65
24.36,7.15
36.75,24.8
17.77,1.47
24.57,7.67
17.48,4.77
46.62,55.48
22.21,6.15
18.04,2.21
53.79,74.38
17.57,3.47
24.2,7.15
22.4,6.76
41.09,44.18
22.68,6.98
47.2,56.97
24.34,7.15
20.91,5.59
17.25,2.12
36.32,27.68
20.6,5.41
48.67,56.45
45.35,50.32
40.8,39.03
38.97,27.59
48.36,55.97
24.93,7.41
36.18,26.04
22.32,6.52
35.52,27.86
26.79,9.3
18.95,4.22
22.29,6.61
57.35,91.99
17.49,3.86
48.83,55.78
52.59,77.21
26.12,9.66
28.9,10.25
26.49,9.18
28.89,10.3
28.6,10.76
50.62,76.45
20.59,5.69
26.26,9.78
20.1,5.84
55.55,98.75
58.9,102.89
52.4,79.04
22.17,6.35
45.91,58.31
41.72,42.78
35.1,27.1
26.19,9.91
20.74,5.47
50.99,67.7
48.26,52.78
45.18,54.5
28.45,11.39
57.19,101.48
26.78,9.79
26.82,9.73
26.2,9.55
36.03,25.37
24.91,7.62
24.11,7.42
26.26,8.55
17.3,2.89
22.75,6.13
20.34,5.43
22.37,6.56
48.34,58.18
26.94,9.12
52.93,74.68
18.33,1.63
26.43,9.65
43.78,45.01
22.6,6.99
28.71,10.54
26.94,9.02
51.31,70.61
46.05,49.9
37.34,29.44
35.18,24.97
53.68,72.68
36.56,25.06
18.6,2.69
28.87,10.39
20.2,5.98
42.08,39.66
35.63,29.68
52.98,81.22
26.1,9.22
38.82,28.57
53.14,67.69
22.84,6.01
24.11,8.32
41.66,44.37
26.65,9.14
38.23,27.14
28.1,10.36
26.49,9.21
24.34,7.08
20.33,5.47
20.83,5.35
17.74,2.05
20.13,5.03
26.6,8.6
18.64,1.81
58.43,97.49
58.83,92.47
26.53,9.95
38.01,29.02
47.13,55.3
41.31,40.22
37.32,29.51
25.0,7.91
41.01,40.73
17.26,4.21
45.56,54.96
22.06,6.13
20.09,5.03
47.7,54.3
24.38,7.88
51.26,71.61
26.55,8.79
37.86,27.53
58.64,100.66
22.62,6.73
22.77,6.2
17.79,1.55
29.0,11.0
28.47,11.38
20.65,5.53
46.29,53.88
37.95,27.01
42.28,41.54
28.9,11.39
24.44,7.52
41.16,39.02
24.08,8.18
26.72,9.91
17.65,4.34
57.37,105.18
20.68,5.93
57.8,104.49
53.5,70.23
24.28,8.46
26.1,9.6
57.42,109.74
41.84,42.66
46.75,57.84
26.71,9.75
17.46,1.99
53.8,70.21
56.17,105.62
26.64,9.59
22.12,6.36
20.86,5.93
26.78,9.6
24.94,7.35
57.92,106.21
35.39,28.65
51.62,78.96
40.09,40.11
17.03,2.76
18.42,1.75
45.97,55.43
36.25,26.58
57.9,94.03
18.82,1.53
28.34,11.48
28.42,10.28
24.29,7.8
28.42,10.95
26.5,9.02
28.79,11.1
40.04,39.58
26.93,9.36
18.52,2.68
22.92,6.43
26.28,8.51
40.85,39.9
22.86,6.78
24.9,7.1
28.16,11.22
18.93,4.3
41.71,42.36
26.02,8.85
52.34,70.74
46.93,53.63
20.96,5.24
53.65,72.27
24.21,8.26
58.51,107.24
24.55,7.19
22.95,6.26
53.55,72.43
50.23,75.91
20.89,5.24
18.65,4.51
50.79,81.14
36.36,25.2
47.0,58.97
53.44,71.41
22.17,6.09
28.83,11.5
55.82,95.31
37.31,26.89
28.99,10.39
52.86,69.71
35.01,29.07
48.69,51.29
22.65,6.72
26.24,9.55
48.28,56.1
28.99,10.48
22.61,6.7
55.44,102.87
22.85,6.28
18.39,4.03
43.74,41.37
37.91,24.91
22.82,6.8
45.19,49.58
58.54,106.27
38.93,25.4
35.79,25.77
28.54,11.19
28.88,11.01
24.86,7.78
36.67,26.98
35.04,28.12
42.87,44.21
24.64,7.34
58.53,94.12
17.82,3.5
53.47,70.2
35.14,28.79
17.12,4.39
26.85,9.99
22.92,6.29
20.66,5.12
58.2,94.98
24.45,7.76
26.16,9.21
45.05,49.96
36.58,28.06
26.11,8.83
38.85,26.28
20.87,5.78
22.15,6.23
40.85,44.08
24.88,8.25
38.45,26.09
20.42,5.71
38.44,27.88
40.4,42.79
26.03,9.39
37.49,27.18
24.03,7.6
28.53,10.09
24.48,7.9
42.14,40.91
38.42,28.31
28.36,10.58
55.66,94.18
22.44,6.52
46.91,58.72
37.32,26.41
38.81,28.3
41.31,38.85
17.74,2.79
36.05,24.99
56.22,91.9
48.09,52.17
56.82,92.99
45.3,58.65
43.61,39.92
56.52,94.24
22.43,6.23
51.73,77.45
18.18,2.12
35.27,26.61
48.75,55.97
26.1,9.71
24.97,8.42
47.51,51.28
28.56,11.28
17.39,1.83
20.72,5.72
24.99,7.58
20.99,5.47
42.54,41.94
46.08,57.95
37.62,25.99
20.95,5.01
22.68,6.23
26.91,9.05
17.39,1.62
28.13,10.02
40.62,38.83
50.95,79.97
46.73,58.28
37.33,28.97
17.62,4.21
42.13,44.51
22.9,6.85
37.61,28.93
46.19,54.11
22.08,6.31
46.06,51.93
38.64,28.66
22.54,6.34
26.82,9.96
22.98,6.01
50.24,71.63
51.09,71.73
57.6,103.07
56.92,97.36
50.04,78.75
28.87,10.4
17.18,2.38
45.88,51.76
41.39,43.71
22.58,6.43
38.91,28.53
46.48,52.25
26.26,9.12
26.07,9.48
28.65,11.19
46.27,55.33
24.52,7.29
47.37,49.36
20.08,5.93
38.85,25.05
22.09,6.5
46.84,57.94
40.73,39.93
35.62,27.31
58.2,93.06
17.01,4.12
20.35,5.21
28.52,10.86
50.32,79.41
50.97,71.1
58.01,94.12
57.37,97.06
52.66,78.53
28.01,10.27
36.17,26.67
24.41,7.8
57.55,108.06
58.62,106.74
28.14,11.02
28.54,11.19
53.93,71.54
20.6,5.34
51.3,74.19
43.05,42.24
53.54,72.53
41.19,39.53
26.79,9.99
20.43,5.29
24.26,7.58
37.26,28.83
45.16,58.06
37.8,28.6
45.4,56.4
26.26,9.14
36.07,25.26
52.27,67.66
58.44,105.15
50.53,78.85
22.91,6.32
26.33,9.44
53.63,72.65
47.04,52.42
26.03,9.05
28.76,11.18
28.74,11.31
28.1,10.22
20.04,5.46
28.32,11.42
36.07,27.34
55.93,102.13
22.46,6.92
26.57,9.66
40.05,42.88
53.65,68.6
26.22,8.93
35.42,29.18
48.18,53.11
24.45,8.07
28.13,10.35
17.18,1.12
37.4,25.97
52.12,74.11
40.55,37.79
20.13,5.08
52.51,69.75
42.27,40.61
40.93,39.52
22.76,6.57
55.72,99.07
17.89,3.24
35.32,26.44
55.75,102.9
20.02,5.71
42.73,42.1
50.72,76.07
17.43,1.65
22.23,6.21
24.28,8.4
17.69,1.65
26.68,9.37
20.43,5.83
46.92,59.35
20.93,5.79
20.39,5.91
37.75,24.83
45.61,57.17
56.33,92.49
28.35,10.98
58.85,100.48
20.64,5.07
22.99,6.94
35.86,27.59
42.47,42.41
51.92,78.4
37.76,28.05
28.35,10.16
20.77,5.8
26.09,8.75
48.18,50.58
47.21,51.84
20.11,5.08
35.38,28.88
28.67,10.4
58.27,95.33
51.3,79.8
58.1,104.56
37.49,25.04
22.7,6.14
20.95,5.95
17.05,1.67
26.29,9.27
24.68,8.11
24.43,8.08
17.7,4.66
58.42,92.4
53.94,69.29
35.48,27.5
26.06,9.94
24.49,7.1
20.98,5.09
26.73,8.89
28.91,10.93
22.55,6.52
58.36,97.82
36.41,27.45
35.69,27.03
47.85,51.6
17.5,3.15
17.17,2.71
28.2,10.65
20.86,5.5
22.97,6.2
22.17,6.91
28.27,10.16
48.94,56.1
52.06,75.65
51.74,68.31
24.55,7.07
48.44,56.25
55.01,105.21
46.96,59.23
57.54,91.57
52.61,68.69
37.8,26.66
26.24,9.52
53.24,70.84
20.87,5.91
38.32,27.91
41.71,37.28
35.95,24.76
20.61,5.67
37.57,29.53
22.35,6.62
26.36,8.9
17.52,2.14
18.71,4.34
26.63,9.62
43.64,39.86
22.46,6.39
26.66,9.02
36.46,27.2
46.89,49.62
28.3,11.18
20.18,5.92
24.77,7.64
22.12,6.99
26.13,9.07
45.22,55.91
18.07,4.79
42.38,42.36
18.13,1.37
20.45,5.13
43.17,37.71
52.41,76.99
26.63,8.82
51.04,77.46
40.77,42.13
39.0,27.38
20.94,5.26
50.89,68.41
18.87,4.58
36.53,24.64
56.64,91.94
17.55,2.46
26.44,9.37
36.42,26.42
28.9,10.84
17.27,2.97
28.65,11.27
22.41,6.35
52.71,79.49
43.0,43.54
48.77,56.36
28.22,11.05
36.7,27.7
26.77,9.43
20.3,5.12
48.97,49.46
20.82,5.69
36.15,26.41
26.65,9.12
52.6,68.24
52.65,80.54
28.31,11.39
28.38,10.95
